Number	Name	Desig	Family	CS	Class	DS	DF	Diam	HS	HB	H	GS	G	G2	AS	pF	Albedo	PF	Period	PDesc	Freq	AF	AMin	AMax	U	Pole	Bin	Notes	
0	2013 NJ	2013 NJ	9101	A	S*	C		0.104	L		22.27	A	0.24		A		0.20		250		0.096000		0.07	0.43	2	0		

0	2013 NQ8	2013 NQ8	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		NH

0	2013 PC7	2013 PC7	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2013 PH10	2013 PH10	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2013 PH3	2013 PH3	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		NH

0	2013 PJ10	2013 PJ10	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20		0.724		33.149171		0.60	0.74	3	0		

0	2013 PR43	2013 PR43	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20									0		

0	2013 QR1	2013 QR1	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20		0.094		99.999999			0.55	3-	0		

0	2013 SB21	2013 SB21	9101	A	S*	C		0.012	M		27.0	A	0.24		A		0.20		0.0584		99.999999			0.83	2	0		

0	2013 SO19	2013 SO19	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		

0	2013 SR	2013 SR	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20		0.1305		99.999999			1.00	2+	0		

0	2013 SU24	2013 SU24	9101	A	S*	C		0.037	M		24.5	A	0.24		A		0.20		0.23335		99.999999		1.21	1.60	3	0		T

0	2013 SY19	2013 SY19	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20									0		

0	2013 TE6	2013 TE6	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20		2.46		9.756098			0.12	1	0		

0	2013 TG6	2013 TG6	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20		0.0631		99.999999			0.18	3	0		

0	2013 TL	2013 TL	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20		0.7942		30.219088			0.56	2+	0		

0	2013 UE1	2013 UE1	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20									0		

0	2013 UG1	2013 UG1	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20		0.155580		99.999999			0.70	3	0		

0	2013 UH5	2013 UH5	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20		2.69		8.921933			0.18	2-	0		

0	2013 VA10	2013 VA10	9101	A	S*	C		0.103	M		22.31	A	0.24		A		0.20		6.23		3.852327			0.15	2	0		

0	2013 VJ2	2013 VJ2	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20		3.8		6.315789			0.21	2-	0		A

0	2013 WA44	2013 WA44	9101	A	S*	C		0.063	M		23.37	A	0.24		A		0.20		0.35		68.571429			0.23	2+	0		

0	2013 WS43	2013 WS43	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20		0.0988		99.999999			0.39	2	0		

0	2013 XA22	2013 XA22	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20		2.2912		10.474860			0.26	2+	0		

0	2013 XA4	2013 XA4	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20		3.56		6.741573			0.23	2	0		A

0	2013 XV8	2013 XV8	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20		9.23		2.600217			0.09	1	0		

0	2013 XX8	2013 XX8	9101	A	S*	C		0.031	T		24.88	A	0.24		A		0.20		2.0476		11.721039		0.43	0.63	3	0		T

0	2013 XY20	2013 XY20	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20									0		

0	2013 XY8	2013 XY8	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20		0.06055		99.999999		0.13	0.47	3-	0		A

0	2013 YG	2013 YG	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.2921		82.163643				1	0		

0	2013 YL2	2013 YL2	9101	A	S*	C		0.071	M		23.1	A	0.24		A		0.20		2.97		8.080808			0.96	3	0		T

0	2013 YP139	2013 YP139	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2013 YS2	2013 YS2	9101	A	S*	C		0.054	T		23.7	A	0.24		A		0.20		3.9491		6.077334		0.72	1.04	2	0		T

0	2014 AG16	2014 AG16	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		I

0	2014 BE63	2014 BE63	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20									0		

0	2014 BH25	2014 BH25	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		I

0	2014 BR43	2014 BR43	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20	>	8.		3.000000	>		1.1		0		

0	2014 BR57	2014 BR57	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20		5.07		4.733728			0.30	1	0		

0	2014 BR8	2014 BR8	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20		13.85		1.732852			0.80	2+	0		T0

0	2014 BX2	2014 BX2	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		I

0	2014 CG13	2014 CG13	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20		24.5		0.979592			0.85	2	0		

0	2014 CP13	2014 CP13	9101	A	S*	C		0.071	M		23.1	A	0.24		A		0.20									0		

0	2014 CR	2014 CR	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20		6.35		3.779528		0.64	0.65	3-	0		

0	2014 CS13	2014 CS13	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20									0		

0	2014 CU13	2014 CU13	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20		14.36		1.671309			0.45	2	0		T?A

0	2014 DF80	2014 DF80	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20									0		

0	2014 DH10	2014 DH10	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20		0.2662		90.157776			0.74	3	0		

0	2014 DJ80	2014 DJ80	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20									0		

0	2014 DX110	2014 DX110	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20		0.12041		99.999999			0.37	2+	0		A

0	2014 EM	2014 EM	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		2.963		8.099899			0.46	3-	0		

0	2014 EQ49	2014 EQ49	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		

0	2014 EY24	2014 EY24	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2014 FA44	2014 FA44	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20		3.5		6.857143			0.8	2-	0		D

0	2014 FA7	2014 FA7	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20	>	2.		12.000000	>		0.2	1+	0		

0	2014 FB44	2014 FB44	9101	A	S*	C		0.024	M		25.5	A	0.24		A		0.20									0		

0	2014 FD	2014 FD	9101	A	S*	C		0.024	M		25.5	A	0.24		A		0.20									0		I

0	2014 FD7	2014 FD7	9101	A	S*	C		0.149	M		21.5	M	0.15		A		0.20									0		NI

0	2014 FF	2014 FF	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20		0.1032		99.999999			0.49	2+	0		

0	2014 FP47	2014 FP47	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20		0.44		54.545455			0.17	3-	0		

0	2014 FR52	2014 FR52	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20		0.0149		99.999999			0.37	2	0		

0	2014 GG49	2014 GG49	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20									0		

0	2014 GN1	2014 GN1	9101	A	S*	C		0.045	T		24.1	A	0.24		A		0.20		0.2758		87.019579			0.90	2+	0		

0	2014 GQ17	2014 GQ17	9101	A	S*	C		0.011	M		27.1	A	0.24		A		0.20		0.0217		99.999999			0.08	2-	0		

0	2014 HB177	2014 HB177	9101	A	S*	C		0.007	M		28.1	A	0.24		A		0.20		0.0239		99.999999			1.05	2	0		

0	2014 HE177	2014 HE177	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20		0.0897		99.999999			0.25	2-	0		

0	2014 HF5	2014 HF5	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20		0.1038		99.999999			0.08	1	0		

0	2014 HM2	2014 HM2	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20		13.65		1.758242			0.40	2	0		

0	2014 HN178	2014 HN178	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20		0.0367		99.999999			0.95	2+	0		

0	2014 HO132	2014 HO132	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20		4.08		5.882353			0.23	2	0		A

0	2014 HS184	2014 HS184	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20		1.9557		12.271821		0.89	1.13	2	0		T?

0	2014 HS4	2014 HS4	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		

0	2014 HT46	2014 HT46	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20									0		

0	2014 HW	2014 HW	9101	A	S*	C		0.006	M		28.4	A	0.24		A		0.20		0.0641		99.999999			1.16	2	0		

0	2014 JD	2014 JD	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20		0.0714		99.999999			0.18	2-	0		

0	2014 JJ55	2014 JJ55	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20		0.915		26.229508			1.06	3-	0		

0	2014 JL25	2014 JL25	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20									0		

0	2014 JR25	2014 JR25	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20		0.487		49.281314			0.26	1	0		

0	2014 KA91	2014 KA91	9101	A	S*	C		0.024	M		25.5	A	0.24		A		0.20		0.120		99.999999			0.42	2	0		

0	2014 KH39	2014 KH39	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20		0.0440		99.999999			2.79	2	0		

0	2014 KL22	2014 KL22	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20									0		

0	2014 KO76	2014 KO76	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20									0		I

0	2014 KQ84	2014 KQ84	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20		0.0938		99.999999			0.37	2+	0		

0	2014 MD6	2014 MD6	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20		1.63		14.723926			0.17	1	0		

0	2014 MF18	2014 MF18	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		I

0	2014 MP5	2014 MP5	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		

0	2014 MS5	2014 MS5	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		I

0	2014 NE63	2014 NE63	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20		4.11		5.839416			0.20	2	0		

0	2014 NL52	2014 NL52	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20		0.0743		99.999999			0.51	3	0		

0	2014 NM64	2014 NM64	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2014 OL339	2014 OL339	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20									0		

0	2014 OT111	2014 OT111	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20		19.41		1.236476			0.23	2	0		A

0	2014 OT338	2014 OT338	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2014 OV3	2014 OV3	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20		0.3491		68.748210			0.53	2+	0		

0	2014 OZ337	2014 OZ337	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20		85.		0.282353			0.43	2-	0		

0	2014 QK362	2014 QK362	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2014 QO33	2014 QO33	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20		8.53		2.813599			0.17	2	0		

0	2014 QQ33	2014 QQ33	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		

0	2014 QT295	2014 QT295	9101	A	S*	C		0.020	M		25.9	A	0.24		A		0.20									0		I

0	2014 QV295	2014 QV295	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20									0		

0	2014 RC	2014 RC	9101	A	S*	C		0.013	M		26.8	A	0.24		A		0.20		0.004389		99.999999			0.10		0		RN

0	2014 RF11	2014 RF11	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		

0	2014 RH12	2014 RH12	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20									0		

0	2014 RQ17	2014 RQ17	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20		0.5216		46.012270			0.99	3	0		

0	2014 SB145	2014 SB145	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20									0		

0	2014 SC324	2014 SC324	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20		0.36156		66.379024			0.69	3	0		T

0	2014 SF145	2014 SF145	9101	A	S*	C		0.089	T		22.61	L	0.24		A		0.20		0.196350		99.999999			1.05	3	0		

0	2014 SF304	2014 SF304	9101	A	S*	C		0.010	M		27.3	A	0.24		A		0.20									0		

0	2014 SO142	2014 SO142	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20									0		

0	2014 SS1	2014 SS1	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20		16.63		1.443175			0.43	3-	0		

0	2014 SU1	2014 SU1	9101	A	S*	C		0.028	M		25.1	A	0.24		A		0.20									0		

0	2014 SU260	2014 SU260	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		I

0	2014 SV141	2014 SV141	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		I

0	2014 SX261	2014 SX261	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20		2.804		8.559201			0.33	3	0		

0	2014 SZ144	2014 SZ144	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20									0		

0	2014 TJ17	2014 TJ17	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20									0		

0	2014 TL17	2014 TL17	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20		39.		0.615385			0.53	2-	0		T0

0	2014 TM34	2014 TM34	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20		0.0249		99.999999			0.17	2	0		

0	2014 TN17	2014 TN17	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20									0		

0	2014 TP57	2014 TP57	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20		0.0137		99.999999			0.16	2-	0		

0	2014 TR57	2014 TR57	9101	A	S*	C		0.027	M		25.2	A	0.24		A		0.20									0		

0	2014 TT35	2014 TT35	9101	A	S*	C		0.019	M		26.0	A	0.24		A		0.20									0		

0	2014 TV	2014 TV	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20		0.02190		99.999999			0.32	2	0		A

0	2014 TZ	2014 TZ	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2014 TZ17	2014 TZ17	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2014 UA176	2014 UA176	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20									0		

0	2014 UC115	2014 UC115	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		

0	2014 UD57	2014 UD57	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20		0.0959		99.999999			0.90	3-	0		

0	2014 UG176	2014 UG176	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20									0		

0	2014 UN114	2014 UN114	9101	A	S*	C		0.032	T		24.82	A	0.24		A		0.20		18		1.333333			0.20	2-	0		

0	2014 UR	2014 UR	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20		0.2300		99.999999			0.13	2	0		

0	2014 UT33	2014 UT33	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20									0		

0	2014 UV115	2014 UV115	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2014 UV210	2014 UV210	9101	A	S*	C		0.012	M		26.9	A	0.24		A		0.20		0.5559		43.173233			0.91	3-	0		

0	2014 UX7	2014 UX7	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20		0.0366		99.999999			0.40	2	0		

0	2014 UY	2014 UY	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20		0.0658		99.999999			0.87	3-	0		

0	2014 UY7	2014 UY7	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20									0		

0	2014 VG2	2014 VG2	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20		0.0385		99.999999			0.08	2+	0		

0	2014 VH2	2014 VH2	9101	A	S*	C		0.151	L		21.47	L	0.15		A		0.20		38.9		0.616967			0.31	2	0		T0

0	2014 VL6	2014 VL6	9101	A	S*	C		0.157	M		21.39	A	0.24		A		0.20									0		I

0	2014 VP	2014 VP	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		

0	2014 VP35	2014 VP35	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2014 WA366	2014 WA366	9101	A	S*	C		0.012	M		26.9	A	0.24		A		0.20	>	0.5		48.000000	>		0.5	2	0		

0	2014 WB366	2014 WB366	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20		0.0238		99.999999			0.46	2+	0		

0	2014 WC201	2014 WC201	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20		0.95		25.263158			0.38	2	0		

0	2014 WE120	2014 WE120	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2014 WE121	2014 WE121	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20									0		

0	2014 WF201	2014 WF201	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20		0.4743		50.600886		0.46	0.56	2	0		

0	2014 WJ201	2014 WJ201	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20									0		

0	2014 WK368	2014 WK368	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		I

0	2014 WO69	2014 WO69	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20									0		

0	2014 WP4	2014 WP4	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20									0		

0	2014 WQ201	2014 WQ201	9101	A	S*	C		0.086	L		22.70	L	0.24		A		0.20		0.035518		99.999999			0.30	3	0		

0	2014 WR6	2014 WR6	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20		0.1417		99.999999			0.67	3	0		

0	2014 WS7	2014 WS7	9101	A	S*	C		0.010	M		27.3	A	0.24		A		0.20									0		

0	2014 WU200	2014 WU200	9101	A	S*	C		0.004	M		29.1	A	0.24		A		0.20		0.0179		99.999999			0.35	2-	0		

0	2014 WX202	2014 WX202	9101	A	S*	C		0.004	M		29.6	A	0.24		A		0.20									0		

0	2014 WX4	2014 WX4	9101	A	S*	C		0.016	M		26.4	A	0.24		A		0.20									0		

0	2014 WY119	2014 WY119	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20									0		

0	2014 WZ4	2014 WZ4	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20									0		

0	2014 XF32	2014 XF32	9101	A	S*	C		0.119	T		21.98	L	0.12		A		0.20		24		1.000000			0.10	1	0		

0	2014 YC	2014 YC	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2014 YD	2014 YD	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20		2.12		11.320755			0.20	2+	0		

0	2014 YD42	2014 YD42	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2014 YN	2014 YN	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20									0		

0	2014 YT34	2014 YT34	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20		0.1806		99.999999			0.45	3-	0		

0	2014 YU41	2014 YU41	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		

0	2014 YW34	2014 YW34	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		

0	2014 YZ8	2014 YZ8	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		

0	2015 AA44	2015 AA44	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20		1.75		13.714286	>		0.4	2	0		D

0	2015 AF44	2015 AF44	9101	A	S*	C		0.019	T		25.98	L	0.24		A		0.20		0.071573		99.999999			0.65	3	0		N

0	2015 AK1	2015 AK1	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20									0		

0	2015 AK280	2015 AK280	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20							0.36		0		

0	2015 AK45	2015 AK45	9101	A	S*	C		0.016	M		26.4	A	0.24		A		0.20		0.0258		99.999999			0.24	2	0		

0	2015 AN44	2015 AN44	9101	A	S*	C		0.027	M		25.2	A	0.24		A		0.20									0		

0	2015 AP44	2015 AP44	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20									0		

0	2015 AZ43	2015 AZ43	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20		0.59992		40.005334			0.58	3	0		

0	2015 BD	2015 BD	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20									0		

0	2015 BF511	2015 BF511	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20		0.5760		41.666667			0.52	3	0		

0	2015 BG92	2015 BG92	9101	A	S*	C		0.028	M		25.1	A	0.24		A		0.20		0.1790		99.999999			0.36	3-	0		

0	2015 BK	2015 BK	9101	A	S*	C		0.148	L		21.52	A	0.24		A		0.20		1.2833		18.701784			0.09	2	0		

0	2015 BK4	2015 BK4	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20									0		

0	2015 BK509	2015 BK509	9101	A	S*	C		0.086	T		22.68	A	0.24		A		0.20		0.074114		99.999999			0.39	3	0		

0	2015 BM510	2015 BM510	9101	A	S*	C		0.028	M		25.1	A	0.24		A		0.20		0.806		29.776675			0.39	2	0		

0	2015 BW310	2015 BW310	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		I

0	2015 BY516	2015 BY516	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20							0.55		0		

0	2015 BZ310	2015 BZ310	9101	A	S*	C		0.147	L		21.53	A	0.24		A		0.20		5.9		4.067797			0.08	2-	0		

0	2015 CB1	2015 CB1	9101	A	S*	C		0.024	M		25.5	A	0.24		A		0.20		0.0589		99.999999			0.36	2	0		

0	2015 CD1	2015 CD1	9101	A	S*	C		0.007	M		28.2	A	0.24		A		0.20		0.167		99.999999			0.28	2-	0		

0	2015 CF	2015 CF	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20		0.1841		99.999999			0.05	1	0		

0	2015 CG	2015 CG	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20		0.0353		99.999999			1.5	2	0		T?

0	2015 CM	2015 CM	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20		0.0268		99.999999			0.53	3-	0		

0	2015 CN13	2015 CN13	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20		22.7		1.057269			0.60	2	0		

0	2015 CO	2015 CO	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20		4.90		4.897959			0.16	1+	0		

0	2015 CQ13	2015 CQ13	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20									0		

0	2015 CS	2015 CS	9101	A	S*	C		0.016	M		26.4	A	0.24		A		0.20		0.2433		98.643650			0.79	3	0		

0	2015 CW12	2015 CW12	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20		2.01		11.940299			0.20	2	0		

0	2015 CW13	2015 CW13	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20									0		

0	2015 CZ12	2015 CZ12	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20									0		

0	2015 DC54	2015 DC54	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		

0	2015 DK200	2015 DK200	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20									0		

0	2015 DO215	2015 DO215	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20									0		

0	2015 DP155	2015 DP155	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20		3.097		7.749435		0.93	1.0	3	1		

0	2015 DP53	2015 DP53	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20									0		

0	2015 DS	2015 DS	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20		1.0		24.000000			0.54	2	0		

0	2015 DS53	2015 DS53	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		

0	2015 DT	2015 DT	9101	A	S*	C		0.067	L		23.24	A	0.24		A		0.20		1.5621		15.363933		0.20	0.30	3	0		

0	2015 DU	2015 DU	9101	A	S*	C		0.016	L		26.37	A	0.24		A		0.20		0.076		99.999999			0.05	2-	0		

0	2015 DX198	2015 DX198	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20							1.31		0		

0	2015 DZ198	2015 DZ198	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20		4.72		5.084746			0.39	2-	0		

0	2015 EF	2015 EF	9101	A	S*	C		0.013	M		26.8	A	0.24		A		0.20									0		

0	2015 EG	2015 EG	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20		1.29		18.604651			0.29	2	0		

0	2015 EK	2015 EK	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20		0.0737		99.999999			0.17	3-	0		

0	2015 EL7	2015 EL7	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2015 EO	2015 EO	9101	A	S*	C		0.013	M		26.8	A	0.24		A		0.20		0.073		99.999999			0.39	3-	0		

0	2015 EP	2015 EP	9101	A	S*	C		0.019	M		26.0	A	0.24		A		0.20		0.0381		99.999999			0.10	1+	0		

0	2015 EQ	2015 EQ	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		

0	2015 ET	2015 ET	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20		4		6.000000			0.45	2	0		D

0	2015 FC	2015 FC	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20									0		

0	2015 FG120	2015 FG120	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20									0		

0	2015 FG36	2015 FG36	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20		2.32		10.344828			0.59	2	0		

0	2015 FG37	2015 FG37	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		

0	2015 FL290	2015 FL290	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2015 FN120	2015 FN120	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20									0		I

0	2015 FP	2015 FP	9101	A	S*	C		0.027	M		25.2	A	0.24		A		0.20		0.1872		99.999999			0.53	2+	0		

0	2015 FQ	2015 FQ	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		

0	2015 FS33	2015 FS33	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		I

0	2015 FW33	2015 FW33	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20									0		

0	2015 FX33	2015 FX33	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20									0		

0	2015 FY284	2015 FY284	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		

